Id,Probability of Loss on Investment,Probability of Return on Investment,Probability Gap,Unnamed: 0,No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings,Target Price,IPO Date,enterpriseValue,enterpriseToEbitda,enterpriseToRevenue,pegRatio,sharesShort,profitMargins,sharesOutstanding,heldPercentInstitutions,trailingEps,forwardEps,bookValue,earningsQuarterlyGrowth,heldPercentInsiders,netIncomeToCommon,forwardPE,priceToBook,yahooBeta,totalDebt,operatingCashflow,operatingMargins,currentRatio,recommendationKey,grossProfits,returnOnAssets,totalCashPerShare,targetMedianPrice,targetHighPrice,totalRevenue,grossMargins,targetMeanPrice,revenueGrowth,earningsGrowth,revenuePerShare,ebitdaMargins,freeCashflow,recommendationMean,numberOfAnalystOpinions,quickRatio,totalCash,returnOnEquity,targetLowPrice,debtToEquity
4047,0.6,0.4,-0.19999999999999996,4047,754,CATM,Cardtronics plc,Services,Business Services,USA,1.88B,21.67,13.40,1.52,1.48,4.12,25.52,12.99,-,0.00%,1.92,30.00%,6.63%,4.00%,14.25%,15.20%,66.60%,2.10%,45.11M,45.02M,0.30%,0.00%,-,-,8.65%,8.04,6.70%,22.00%,12.50%,0.90,0.80,1.10,1.10,35.70%,11.60%,7.00%,-6.81%,-9.84%,-24.17%,-12.56%,13.24%,-23.80%,0.67,1.14,4.11%,2.31%,-6.28%,-7.27%,-13.18%,-12.37%,-0.76%,-25.75%,13.95%,34.94,-4.59%,0.39%,2.30,484.34K,1.49,41.58,-4.22%,"720,195",May 03/a,53.60,,2462238720.0,8.277000000000001,1.946,1.05,4070400.0,0.06954,45608100.0,,1.919,3.09,10.083,0.682,,87949000.0,13.456311,4.123772600000001,0.622396,502539008.0,270275008.0,0.13413,0.8590000000000001,buy,,0.07902,1.614,54.0,55.0,1265363968.0,0.35664,52.8,0.021,0.6679999999999999,27.991,0.23510999999999999,150275376.0,2.3,5.0,0.502,73534000.0,0.21266999999999997,48.0,109.98
4046,0.6,0.4,-0.19999999999999996,4046,755,CATO,The Cato Corporation,Services,Apparel Stores,USA,583.18M,13.19,14.10,1.32,0.61,1.54,2.35,64.09,5.85%,75.40%,1.71,-27.90%,6.67%,-4.80%,10.00%,0.50%,-212.60%,-12.00%,25.85M,23.75M,0.10%,13.63%,85.10%,0.14%,4.42%,3.57,7.30%,11.10%,10.50%,2.60,1.70,0.00,0.00,37.10%,4.40%,4.80%,0.76%,2.64%,-11.64%,-22.09%,-36.97%,-23.98%,0.97,0.63,2.00%,2.91%,3.93%,-0.75%,-21.02%,-15.53%,14.34%,-39.94%,14.34%,54.33,-0.31%,-0.35%,3.00,294.55K,0.55,22.56,-0.66%,"163,002",May 18/b,23.00,,334644320.0,4.262,0.35,1.51,825134.0,0.04936,24288700.0,0.8759999999999999,1.72,1.6,14.741,,0.027819999999999998,46256000.0,14.099998999999999,1.5304253,0.859759,0.0,72129000.0,0.058339999999999996,2.582,hold,,0.05587,9.541,23.0,23.0,956568960.0,0.37063,23.0,-0.12,,35.64,0.08209,21023250.0,3.0,1.0,1.6219999999999999,248466992.0,0.118540004,23.0,
4044,0.6,0.4,-0.19999999999999996,4044,757,CAVM,"Cavium, Inc.",Technology,Semiconductor - Broad Line,USA,4.57B,-,19.68,-,7.58,6.22,20.64,289.26,-,-,-2.24,-687.80%,29.51%,39.54%,31.53%,18.40%,-,124.20%,66.38M,65.60M,3.20%,-14.36%,-,0.29%,8.18%,6.57,-13.70%,-25.30%,-9.10%,2.90,2.20,0.95,0.99,47.30%,-22.10%,-24.40%,-0.55%,-3.52%,5.45%,19.47%,33.28%,10.27%,1.47,2.30,4.64%,2.95%,-1.57%,-0.90%,15.03%,-6.96%,8.36%,-6.96%,91.78%,46.87,-6.75%,0.53%,2.10,817.52K,1.80,68.85,-6.25%,"1,474,715",Apr 26/a,75.27,,5207195136.0,366.67800000000005,8.631,0.84,5890570.0,-0.244,67831000.0,1.053,-2.42,3.52,11.042,,0.024360001000000003,-147208992.0,19.559658,6.2352834,1.77437,732692032.0,65498000.0,-0.14095001,2.907,buy,,-0.05099,3.265,81.0,85.0,603314048.0,0.5059,79.27,1.24,,9.908999999999999,0.023540001,-22118626.0,2.1,15.0,2.064,221438992.0,-0.26869,66.0,98.766
4040,0.6,0.4,-0.19999999999999996,4040,761,CBAN,"Colony Bankcorp, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,113.27M,16.01,-,2.29,2.54,1.36,2.11,-,0.74%,-,0.84,18.90%,-,44.40%,7.00%,-3.00%,3.90%,0.10%,8.39M,6.16M,13.80%,-0.34%,14.60%,0.25%,0.21%,2.50,0.60%,-,30.70%,-,-,-,-,-,-,16.70%,-1.10%,-2.53%,-1.46%,32.35%,43.01%,2.27%,0.61,0.17,0.68%,1.17%,-1.20%,-2.19%,15.81%,-7.22%,0.00%,-7.22%,53.41%,42.44,-0.37%,-0.37%,-,5.20K,1.86,13.50,-0.74%,"9,692",Apr 20/b,10.00,,139770864.0,,2.988,,1247.0,0.18664,8439260.0,0.083000004,0.86,,10.174,0.027000000000000003,0.26789,7429900.0,,1.3416551,0.58336,75237000.0,,0.30685999999999997,,none,,0.007340000500000001,6.002999999999999,10.0,10.0,46770184.0,0.0,10.0,0.022000000000000002,0.121,5.542000000000001,0.0,,,1.0,,50662000.0,0.093660004,10.0,
4020,0.6,0.4,-0.19999999999999996,4020,781,CBSH,"Commerce Bancshares, Inc.",Financial,Regional - Midwest Banks,USA,5.49B,20.54,18.04,3.73,4.86,2.29,4.28,-,1.64%,24.40%,2.68,7.40%,7.22%,-35.40%,5.50%,0.40%,9.40%,4.10%,99.93M,95.63M,3.00%,-6.97%,61.30%,0.11%,2.98%,6.41,-,-,22.10%,-,-,0.00,0.00,-,-,-,-0.04%,0.27%,-3.14%,16.46%,25.27%,-4.58%,0.77,1.41,2.66%,2.46%,-0.40%,-3.09%,5.43%,-8.99%,5.63%,-8.99%,31.10%,44.28,-2.07%,0.11%,3.20,445.26K,1.36,54.95,-1.96%,"606,704",Apr 13/b,53.39,,5728059392.0,,5.073,3.59,2854120.0,0.24931999,101669000.0,0.638,2.675,3.05,23.743000000000002,0.094,0.04463,268823008.0,18.016394000000002,2.3143662999999997,0.670136,1423123968.0,,0.36874,,hold,,0.011360001000000002,12.627,52.38,61.0,1129144064.0,0.0,53.39,0.040999999999999995,0.099,11.265,0.0,,3.2,9.0,,1283800064.0,0.11297,46.0,
4007,0.6,0.4,-0.19999999999999996,4007,794,CCIH,ChinaCache International Holdings Ltd.,Technology,Internet Information Providers,China,34.01M,-,-,-,0.22,0.75,1.74,-,-,-,-2.81,-457.90%,-,27.67%,15.00%,11.30%,-68.50%,-80.50%,29.83M,14.60M,73.90%,0.00%,60.90%,-0.09%,1.23%,1.48,-21.80%,-109.30%,-119.70%,0.90,0.90,0.16,0.55,-0.50%,-47.90%,-47.10%,-3.39%,-24.50%,-55.81%,-69.27%,-86.28%,-55.47%,0.62,0.09,6.12%,6.06%,-18.02%,-34.60%,-67.07%,-59.29%,5.56%,-88.19%,5.56%,26.19,3.64%,-0.90%,2.00,121.20K,0.62,1.14,2.70%,"74,935",Mar 27/a,10.00,,33269186.0,,0.217,,194517.0,-0.47057998,26931400.0,0.614,-2.8339999999999996,-0.28,1.518,,0.06519,-72024664.0,,0.7509880999999999,0.492679,21770176.0,,-0.46193,0.924,buy,-5000000.0,-0.12695,0.7440000000000001,10.0,10.0,153053840.0,-0.0050199996,10.0,-0.155,,5.999,-0.31551,,2.0,1.0,0.205,19588266.0,-0.99664,10.0,54.443999999999996
4004,0.6,0.4,-0.19999999999999996,4004,797,CCL,Carnival Corporation,Services,Resorts & Casinos,USA,44.18B,15.25,14.53,1.13,2.67,1.98,101.09,39.27,2.27%,33.30%,4.05,64.90%,15.05%,9.00%,13.46%,0.70%,161.80%,3.80%,715.18M,407.64M,0.30%,-16.50%,82.20%,0.14%,4.08%,5.22,7.60%,13.10%,9.40%,0.20,0.20,0.34,0.40,42.10%,18.20%,18.10%,4.77%,4.77%,10.43%,32.74%,30.33%,19.40%,0.72,0.86,0.98%,1.21%,4.85%,7.10%,20.64%,0.82%,12.82%,0.82%,46.83%,77.23,0.26%,1.03%,2.20,3.19M,1.51,61.77,1.30%,"4,828,808",Mar 28/b,63.44,,51491958784.0,10.35,3.115,1.22,17258300.0,0.18083,537000000.0,0.8079999999999999,4.058,4.26,31.212,1.479,0.27071999999999996,2988999936.0,14.499998999999999,1.9790466,0.87174,9123999744.0,5267999744.0,0.19487000000000002,0.214,buy,,0.05219,0.602,66.0,71.0,16529000448.0,0.42071000000000003,63.56,0.038,1.6669999999999998,22.496,0.30099002,1050374976.0,2.2,18.0,0.1,437000000.0,0.13201,53.0,40.265
3996,0.6,0.4,-0.19999999999999996,3996,805,CCRC,"China Customer Relations Centers, Inc.",Services,Business Services,China,257.57M,37.54,-,-,4.28,9.28,23.42,-,-,0.00%,0.40,160.70%,-,-,-,-,522.70%,104.10%,17.24M,3.39M,-,-,0.80%,0.73%,1.43%,0.39,-,-,16.70%,3.30,3.30,0.00,0.02,25.70%,11.80%,10.60%,3.18%,9.05%,-21.45%,17.73%,38.98%,-13.19%,-,0.80,5.53%,5.79%,7.99%,10.36%,5.82%,-4.66%,23.37%,-32.09%,169.68%,60.55,1.43%,0.48%,-,122.80K,0.90,14.94,1.91%,"110,356",-,-,,254843776.0,26.573,3.74,,77017.0,0.110319994,18329600.0,,0.46799999999999997,,1.411,1.516,,7518224.0,,10.588235000000001,,464470.0,8724468.0,0.12384,3.333,none,12000000.0,0.1879,0.602,,,68148736.0,0.25089002,,0.34299999999999997,1.545,4.244,0.14073,5820160.0,,,3.094,11033286.0,0.40705,,1.796
3989,0.6,0.4,-0.19999999999999996,3989,812,CDEV,"Centennial Resource Development, Inc.",Basic Materials,Oil & Gas Pipelines,USA,3.47B,-,38.80,-,35.11,1.16,-,-,-,-,-1.37,-78.60%,156.02%,-,-,-,-,-,210.36M,144.34M,0.10%,0.00%,-,-,11.29%,12.29,-,-,-9.10%,1.70,1.70,0.00,0.00,-,-,-,-2.83%,-9.40%,-11.34%,-,-,-16.38%,-,0.78,3.81%,4.05%,-10.83%,-10.24%,-11.03%,-19.32%,2.04%,-21.36%,3.84%,34.23,-1.96%,0.72%,1.50,1.33M,0.94,16.49,-1.26%,"1,247,113",Mar 22/a,26.50,,3291855616.0,57.504,33.306999999999995,,13708400.0,-2.29483,207595008.0,,-0.05,0.39,11.712,,,-8035000.0,42.28205,1.4079576999999999,,0.0,61150000.0,-0.23413,1.655,strong_buy,,-0.00885,0.664,27.5,30.0,98833000.0,0.85251,26.5,,,0.597,0.57922,-648129024.0,1.5,6.0,1.625,134082992.0,-0.15161,21.0,
3986,0.6,0.4,-0.19999999999999996,3986,815,CDNA,"CareDx, Inc",Services,Research Services,USA,20.42M,-,-,-,0.56,0.46,0.92,-,-,-,-2.18,22.20%,17.60%,-14.40%,20.00%,143.80%,32.80%,73.60%,23.47M,16.34M,6.40%,8.93%,53.30%,-12.93%,1.19%,3.20,-37.50%,-97.40%,-26.30%,0.90,0.70,0.23,0.73,53.00%,-63.00%,-78.90%,-13.00%,-43.87%,-64.49%,-76.80%,-80.84%,-67.78%,-,0.15,16.21%,14.45%,-24.54%,-48.00%,-72.67%,-63.75%,11.54%,-85.69%,11.54%,29.53,14.47%,-3.27%,2.00,60.71K,4.77,0.87,10.73%,"289,626",Mar 23/a,7.00,,25585644.0,,0.703,-0.05,161703.0,-0.78945,21391300.0,0.39900002,-2.3930000000000002,-0.61,0.9159999999999999,,0.34402,-28751000.0,,0.94978166,,26573000.0,-17438000.0,-0.4071,0.887,buy,,-0.1148,1.046,4.0,4.0,36419000.0,0.27343,4.0,0.745,,2.574,-0.3552,-433750.0,2.3,1.0,0.6779999999999999,22265000.0,-0.81516,4.0,72.248
3979,0.6,0.4,-0.19999999999999996,3979,822,CDXC,ChromaDex Corporation,Basic Materials,Chemicals - Major Diversified,USA,114.39M,-,8.64,-,4.27,11.96,71.49,-,-,-,-0.08,-1.70%,125.00%,25.70%,-,27.00%,-43.60%,27.30%,36.78M,25.42M,2.10%,-,12.40%,-0.02%,6.94%,9.80,-16.10%,-28.80%,-24.10%,1.80,0.90,0.03,0.06,44.50%,-10.00%,-10.90%,36.40%,14.34%,7.24%,10.68%,-29.32%,-6.04%,1.11,0.19,9.89%,6.32%,25.71%,17.83%,3.95%,-5.76%,37.61%,-49.68%,38.22%,71.51,3.67%,1.35%,2.00,179.97K,5.41,3.11,5.07%,"974,437",Mar 16/a,6.00,,85386264.0,,3.185,,1380340.0,-0.10922,37907700.0,,-0.079,0.36,0.266,,,-2928185.0,8.638888,11.691728999999999,1.1975200000000001,599050.0,-2936596.0,-0.08043,1.774,buy,,-0.07001,0.043,6.0,6.0,26811086.0,0.44463003,6.0,0.293,,0.7190000000000001,-0.064780004,-4013010.0,2.0,1.0,0.845,1642429.0,-0.38404998,6.0,6.006
3977,0.6,0.4,-0.19999999999999996,3977,824,CDZI,Cadiz Inc.,Utilities,Water Utilities,USA,334.77M,-,-,-,836.92,-,27.44,-,-,-,-1.42,-4.20%,80.00%,-3.30%,-,-16.60%,16.40%,419.00%,22.17M,21.48M,2.50%,317.87%,58.30%,-0.34%,10.95%,18.48,-44.10%,41.10%,-18.90%,3.40,-,-,-,-,-,-,1.34%,3.07%,2.03%,106.85%,135.94%,20.80%,0.58,0.41,3.02%,2.67%,0.46%,2.39%,42.86%,-3.51%,11.03%,-3.51%,195.50%,54.24,0.00%,-0.20%,2.00,127.26K,0.94,15.10,-0.20%,"120,194",-,17.50,,433065376.0,,1051.13,,2386030.0,0.0,22257600.0,0.66,-1.4069999999999998,-0.07,-2.495,,0.14204,-26339000.0,,,0.486306,114831000.0,-9514000.0,-22.35437,3.42,buy,,-0.09445,0.5489999999999999,17.5,17.5,412000.0,1.0,17.5,4.19,,0.022000000000000002,0.0,-10004125.0,2.0,1.0,2.677,12172000.0,,17.5,
3969,0.6,0.4,-0.19999999999999996,3969,832,CELG,Celgene Corporation,Healthcare,Biotechnology,USA,96.37B,49.90,14.13,2.21,8.58,14.61,12.09,25.77,-,0.00%,2.49,28.10%,21.59%,11.80%,22.61%,18.30%,-22.20%,16.30%,776.90M,775.89M,0.20%,41.58%,80.20%,0.34%,1.15%,2.46,7.40%,35.00%,11.70%,3.70,3.50,2.09,2.17,96.10%,25.00%,17.80%,1.46%,-0.03%,9.18%,26.05%,14.83%,7.17%,1.77,1.87,1.44%,1.35%,-0.23%,0.40%,8.44%,-2.81%,6.00%,-2.81%,31.38%,49.64,-0.13%,0.19%,1.80,3.63M,0.97,124.05,0.06%,"3,537,063",Apr 27/b,140.04,,101432786944.0,25.301,9.033,0.81,8422270.0,0.17803,777966016.0,0.815,2.49,8.76,8.476,-0.235,0.00271,1999200000.0,14.160959,14.635442000000001,1.53093,14289200128.0,3976300032.0,0.31208,3.6719999999999997,buy,,0.079569995,10.245,143.0,162.0,11229200384.0,0.87842005,140.63,0.163,-0.209,14.448,0.35702,3203587328.0,1.8,24.0,3.2560000000000002,7970599936.0,0.3194,93.0,216.52599999999998
3964,0.6,0.4,-0.19999999999999996,3964,837,CENTA,Central Garden & Pet Company,Basic Materials,Agricultural Chemicals,USA,1.32B,29.98,21.75,3.00,0.70,3.23,-,-,-,-,1.18,12.70%,14.10%,-,10.00%,-,-,16.60%,37.59M,-,10.62%,0.00%,90.40%,-3.37%,-,2.21,-,-,-,-,-,-,-,-,-,-,1.15%,2.89%,10.06%,57.70%,117.87%,14.01%,-,1.03,2.80%,2.84%,1.07%,3.43%,23.44%,-4.32%,11.31%,-4.32%,121.57%,53.26,-2.63%,0.08%,3.00,191.15K,0.95,35.23,-2.54%,"181,592",May 03,36.00,,2176627200.0,11.654000000000002,1.1520000000000001,2.55,413612.0,0.03217,37592400.0,0.90400004,1.175,1.62,10.921,,0.10618,60753000.0,21.746914,3.2258952,-0.06630499999999999,395408000.0,138594000.0,0.07412,3.013,hold,,0.07116,0.128,36.0,36.0,1888702976.0,0.30388000000000004,36.0,0.166,,38.358000000000004,0.09888999999999999,100453128.0,3.0,1.0,0.8640000000000001,6581000.0,0.1171,36.0,70.61399999999999
3960,0.6,0.4,-0.19999999999999996,3960,841,CERC,Cerecor Inc.,Healthcare,Biotechnology,USA,5.04M,-,-,-,4.20,22.10,0.99,-,-,-,-1.88,-53.50%,18.70%,-35.80%,-,40.60%,58.20%,-,11.40M,9.69M,-,-,12.80%,-,6.45%,1.89,-145.00%,-432.20%,-618.50%,1.30,1.30,0.00,12.00,-,-,-,-15.00%,-38.62%,-51.96%,-89.53%,-88.59%,-49.80%,-,0.07,15.14%,12.38%,-19.91%,-35.49%,-81.43%,-64.35%,-4.04%,-92.11%,-4.04%,35.84,22.78%,-32.05%,2.00,331.02K,4.22,0.44,-16.57%,"1,397,143",Mar 14,1.00,,2813087.0,,2.44,,725390.0,0.0,10799600.0,,-1.865,-0.87,0.022000000000000002,,,-16471603.0,,20.09091,,2353667.0,-14573138.0,-13.946429,1.3130000000000002,buy,,-0.73287004,0.47700000000000004,1.0,1.0,1152987.0,0.0,1.0,,,0.131,0.0,-9426792.0,2.0,1.0,1.22,5127958.0,-2.4786599,1.0,1137.026
3945,0.6,0.4,-0.19999999999999996,3945,856,CFMS,ConforMIS Inc,Healthcare,Medical Instruments & Supplies,USA,245.82M,-,-,-,3.08,2.52,3.75,-,-,-,-1.39,46.70%,15.80%,-,0.86%,-,45.10%,13.60%,43.74M,35.00M,2.30%,-46.20%,49.20%,0.25%,9.29%,8.12,-45.10%,-52.00%,-59.70%,6.70,5.90,0.00,0.00,33.90%,-70.30%,-72.10%,6.24%,9.34%,-33.65%,-31.21%,-57.39%,-30.62%,-,0.24,4.05%,4.47%,6.88%,7.02%,-26.75%,-34.73%,29.20%,-59.36%,29.20%,63.05,0.18%,-0.18%,2.30,400.38K,0.53,5.62,0.00%,"210,255",May 10/a,7.92,,166309552.0,,2.081,-4.7,3793370.0,-0.7207600000000001,43820100.0,,-1.39,-1.17,2.167,,,-57588000.0,,2.5934470000000003,,0.0,-49132000.0,-0.70268995,6.716,buy,,-0.25785,1.495,7.75,9.0,79899000.0,0.33426,7.92,0.14800000000000002,,1.9240000000000002,-0.66322,-33927248.0,2.3,6.0,5.617999999999999,65499000.0,-0.48955002,7.0,
3943,0.6,0.4,-0.19999999999999996,3943,858,CFNL,Cardinal Financial Corporation,Financial,Regional - Southeast Banks,USA,936.54M,19.74,17.08,-,6.33,2.12,4.81,-,1.79%,32.10%,1.47,5.10%,3.03%,9.80%,-8.70%,8.30%,-7.20%,-15.00%,32.25M,31.94M,1.60%,-37.32%,77.30%,-0.14%,1.71%,2.12,1.20%,11.00%,21.70%,-,-,0.78,0.78,-,87.10%,33.70%,6.02%,2.51%,-5.44%,13.07%,38.24%,-11.06%,1.05,0.78,2.42%,2.57%,0.68%,-3.42%,2.01%,-10.34%,6.84%,-16.08%,44.51%,48.68,0.00%,0.00%,3.00,256.60K,35.88,29.04,0.00%,0,Apr 19,32.00,,1156048128.0,,6.096,-2.02,486771.0,0.2626,33083900.0,0.867,1.47,1.7,13.73,-0.053,0.03814,49801000.0,17.082354000000002,2.1150765,1.20201,357894016.0,,0.45016998,,hold,0.0,0.011890000000000001,5.308,32.0,33.0,189647008.0,0.0,32.0,-0.018000000000000002,-0.077,5.689,0.0,,3.0,2.0,,178528000.0,0.11212000000000001,31.0,
3932,0.6,0.4,-0.19999999999999996,3932,869,CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,USA,7.26B,49.70,36.42,2.12,13.94,7.61,17.25,50.37,0.35%,16.80%,1.72,40.60%,17.68%,16.10%,23.41%,10.10%,99.20%,32.20%,85.06M,82.64M,4.60%,-7.92%,92.80%,0.24%,3.45%,4.22,15.20%,16.40%,14.70%,8.00,7.60,0.00,0.00,77.80%,30.90%,28.70%,3.39%,3.39%,27.71%,60.77%,135.93%,34.27%,1.39,1.79,1.70%,2.13%,2.52%,5.94%,37.72%,-1.77%,23.48%,-1.77%,144.12%,61.59,-0.66%,0.17%,2.60,674.65K,1.13,85.34,-0.49%,"765,558",May 01/a,80.33,,6681983488.0,37.998000000000005,12.831,1.84,2872960.0,0.28722,86649400.0,0.956,1.7169999999999999,2.34,11.200999999999999,1.041,0.048210002,149826992.0,36.470085,7.618962299999999,1.78574,0.0,182080992.0,0.30875,8.002,hold,,0.104329996,4.89,80.0,95.0,520752992.0,0.77803004,80.33,0.32299999999999995,0.976,6.102,0.33769,125928000.0,2.6,9.0,7.275,420834976.0,0.16757,65.0,
3929,0.6,0.4,-0.19999999999999996,3929,872,CHCI,"Comstock Holding Companies, Inc.",Industrial Goods,Residential Construction,USA,6.86M,-,-,-,0.12,-,1.18,-,-,-,-2.01,-97.00%,-,-42.70%,10.00%,13.60%,-152.30%,-66.40%,3.50M,1.90M,29.80%,-4.97%,11.70%,1.74%,0.82%,0.79,-17.60%,131.60%,-21.30%,-,-,-,-,12.00%,-11.60%,-15.80%,-1.01%,-10.91%,-17.30%,2.62%,9.74%,8.89%,-0.20,0.07,2.40%,3.74%,-4.50%,-6.85%,-0.19%,-26.59%,3.92%,-41.67%,30.67%,35.78,0.00%,-0.51%,-,19.89K,0.05,1.96,-0.51%,"1,027",May 15/a,7.00,,44557884.0,,1.072,,15334.0,-0.21628000000000003,3255280.0,0.13,-2.813,,-3.339,,0.34197,-9341000.0,,,-1.46231,43704000.0,-11816000.0,-0.10293,1.272,none,,-0.04535,1.724,1.0,1.0,41580000.0,0.070149995,7.0,-0.664,,12.52,-0.098579995,-12441625.0,,1.0,0.141,5761000.0,-0.97872,1.0,521.714
3924,0.6,0.4,-0.19999999999999996,3924,877,CHE,Chemed Corporation,Healthcare,Home Health Care,USA,3.22B,31.06,23.89,3.11,2.04,6.23,210.73,40.71,0.52%,15.00%,6.48,2.30%,6.67%,9.60%,10.00%,3.10%,12.70%,1.20%,16.01M,15.52M,1.90%,-9.43%,97.70%,-0.48%,10.81%,19.79,12.60%,22.20%,17.40%,1.00,1.00,0.19,0.21,29.30%,11.30%,6.90%,8.69%,8.44%,20.84%,47.96%,53.90%,25.72%,1.20,5.37,3.88%,2.58%,8.61%,9.94%,28.69%,-6.77%,18.26%,-6.77%,62.53%,73.11,-1.76%,0.00%,2.30,84.75K,1.23,201.38,-1.76%,"104,403",Apr 26/a,187.00,,3115941120.0,14.219000000000001,1.976,2.59,1486340.0,0.068959996,16082600.0,1.0959999999999999,6.48,8.46,32.379,0.076,0.03435,108743000.0,23.803783,6.219462999999999,1.5279200000000002,108750000.0,135393008.0,0.11954000599999999,0.9890000000000001,buy,,0.13600999,0.9390000000000001,191.0,200.0,1576881024.0,0.29263002,191.0,0.012,0.129,96.251,0.13897,105385624.0,2.3,2.0,0.857,15310000.0,0.20965,182.0,20.75
3923,0.6,0.4,-0.19999999999999996,3923,878,CHEF,"The Chefs' Warehouse, Inc.",Services,Food Wholesale,USA,357.36M,124.09,25.75,10.61,0.30,1.83,10.86,16.02,-,0.00%,0.11,-81.00%,42.47%,-22.90%,11.70%,24.40%,41.70%,17.00%,26.18M,20.54M,13.20%,-0.72%,82.20%,0.40%,12.91%,15.94,0.50%,1.60%,8.50%,2.50,1.60,1.64,1.72,25.30%,4.00%,0.30%,-1.44%,-1.09%,-15.48%,12.81%,-29.09%,-13.61%,1.21,0.45,2.88%,3.17%,-1.12%,-4.14%,-0.57%,-18.51%,4.60%,-30.43%,32.40%,43.12,-3.87%,0.35%,2.20,166.26K,0.91,13.65,-3.53%,"150,523",May 09/a,16.00,,663595136.0,12.2,0.556,3.27,2401620.0,0.00253,26275900.0,0.8140000000000001,0.11699999999999999,0.53,7.372999999999999,0.374,0.22468000000000002,3023000.0,25.754717000000003,1.8513495,0.884792,332520000.0,38914000.0,0.03119,2.463,buy,,0.03833,1.251,16.0,19.0,1192865920.0,0.25250998,16.0,0.17,0.37200000000000005,46.022,0.0456,-6354000.0,2.2,5.0,1.4980000000000002,32862000.0,0.01584,13.0,171.614
3919,0.6,0.4,-0.19999999999999996,3919,882,CHGG,"Chegg, Inc.",Services,Education & Training Services,USA,818.47M,-,22.30,-,3.22,3.72,10.59,-,-,-,-0.47,31.60%,111.52%,-1.40%,25.00%,8.10%,-139.50%,-7.50%,90.84M,87.68M,7.50%,-0.22%,94.50%,0.09%,21.06%,40.39,-14.40%,-19.20%,-18.80%,1.70,1.70,0.00,0.00,52.90%,-15.80%,-16.60%,9.21%,8.29%,24.45%,33.68%,95.44%,22.09%,1.75,0.21,2.48%,2.39%,8.25%,10.10%,22.58%,1.12%,15.36%,1.12%,111.50%,72.71,0.90%,0.22%,1.80,457.19K,2.51,9.01,1.12%,"1,147,732",May 01/a,10.88,,680274368.0,,2.677,1.88,18308600.0,-0.16625999,94368896.0,0.65599996,-0.467,0.4,2.42,,0.23731,-42245000.0,22.525,3.7231405,1.6946400000000001,0.0,24938000.0,-0.15338,1.7309999999999999,buy,,-0.0837,0.8420000000000001,10.75,12.5,254090000.0,0.53359,10.88,-0.075,,2.807,-0.061729997,37818000.0,1.8,8.0,1.6369999999999998,77329000.0,-0.18650999999999998,9.0,
3900,0.6,0.4,-0.19999999999999996,3900,901,CHT,"Chunghwa Telecom Co., Ltd.",Technology,Telecom Services - Domestic,Taiwan,26.42B,19.94,20.51,28.49,3.49,2.19,21.11,-,5.11%,95.70%,1.70,-6.30%,2.48%,-3.60%,0.70%,1.10%,-17.90%,-6.30%,780.85M,420.96M,38.10%,0.00%,4.10%,0.08%,0.16%,2.28,8.90%,11.00%,10.70%,1.40,1.20,0.00,0.00,35.80%,20.70%,17.40%,-0.21%,-1.34%,7.12%,-3.04%,-0.62%,7.26%,0.33,0.31,0.64%,0.79%,-0.21%,0.45%,-0.85%,-3.12%,4.22%,-12.04%,8.18%,50.27,0.53%,-0.65%,4.00,286.55K,0.45,33.84,-0.12%,"127,759",Apr 27/b,29.66,,25149581312.0,9.474,3.318,,715398.0,0.17421,7757450240.0,,1.69,1.61,15.45,-0.179,,1320608768.0,,2.1902914,0.345188,57284480.0,2140814976.0,0.21131999999999998,1.358,underperform,82440000000.0,0.067490004,1.564,29.66,29.66,7580517376.0,0.35845003,29.66,-0.063,-0.179,9.77,0.35017,1238723712.0,4.0,1.0,1.129,1213204224.0,0.110649996,29.66,0.46799999999999997
